Beer Name (Full),Name,Brewery,Style_Main,Style_Sub,ABV,Min IBU,Max IBU,Astringency,Body,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_palate,review_taste,review_overall,number_of_reviews
Salopian Brewing Company Ltd Entire Butt English Porter,Entire Butt English Porter,Salopian Brewing Company Ltd,Porter,English,4.8,20,30,20,100,6,85,117,26,0,32,52,21,199,3.84,3.925714,3.731429,3.877143,3.951429,175
"St. George Brewing Company, The Porter",Porter,"St. George Brewing Company, The",Porter,English,5.0,20,30,10,74,12,55,62,5,0,5,35,6,113,3.971223,4.014388,4.021583,4.136691,4.079137,139
Cooperstown Brewing Company Benchwarmer Porter,Benchwarmer Porter,Cooperstown Brewing Company,Porter,English,6.3,20,30,19,64,13,55,65,27,0,28,29,6,92,3.751908,3.858779,3.683206,3.881679,3.858779,131
Wychwood Brewery Company Ltd Black Wych,Black Wych,Wychwood Brewery Company Ltd,Porter,English,5.0,20,30,15,54,5,45,51,13,0,18,26,11,77,3.533333,3.922222,3.438889,3.694444,3.727778,90
Mill Street Brew Pub Mill Street Vanilla Porter,Vanilla Porter,Mill Street Brew Pub,Porter,English,5.0,20,30,3,76,11,34,45,10,0,10,24,51,72,3.3,3.85,3.5,3.1,3.2,10
Nethergate Brewery Co. Ltd. Old Growler,Old Growler,Nethergate Brewery Co. Ltd.,Porter,English,5.5,20,30,10,82,14,60,59,22,0,31,31,13,141,3.706081,3.804054,3.679054,3.858108,3.878378,148
Shipyard Brewing Co. Longfellow Winter Ale,Longfellow,Shipyard Brewing Co.,Porter,English,5.8,20,30,16,74,13,66,96,24,2,21,43,34,125,3.784946,3.994624,3.83871,3.930108,3.897849,93
Molson Coors Canada Rickard's Dark,Rickard's Dark,Molson Coors Canada,Porter,English,4.8,20,30,10,57,6,31,98,10,0,12,17,5,106,2.891892,3.135135,2.716216,2.743243,2.905405,37
Lancaster Brewing Company Porter,Shoo-Fly Pie Porter,Lancaster Brewing Company,Porter,English,6.2,20,30,9,86,15,69,72,3,0,4,23,33,137,3.75,4.0,3.5,4.0,4.25,2
"Middle Ages Brewing Co., Ltd. Duke Of Winship",Duke Of Winship,"Middle Ages Brewing Co., Ltd.",Porter,English,6.5,20,30,23,92,34,50,95,26,0,22,39,25,152,3.81982,3.963964,3.779279,3.918919,3.837838,111
Williams Brothers Brewing Company Midnight Sun,Midnight Sun,Williams Brothers Brewing Company,Porter,English,5.6,20,30,25,77,16,45,74,23,0,35,36,30,99,3.87,4.05,3.89,3.98,3.86,50
Phillips Brewing Company Longboat Double Chocolate Porter,Longboat Chocolate Porter,Phillips Brewing Company,Porter,English,5.2,20,30,17,152,4,53,114,10,0,12,18,15,165,3.646341,3.719512,3.243902,3.45122,3.54878,41
Big Woods Brewing Co. Busted Knuckle Red Ale,Busted Knuckle Ale,Big Woods Brewing Co.,Porter,English,7.2,20,30,2,73,11,45,63,15,0,19,29,16,89,3.5,4.0,3.875,4.0,3.875,4
RCH Brewery Old Slug Porter,Old Slug Porter,RCH Brewery,Porter,English,4.5,20,30,18,117,14,60,75,27,0,33,29,10,127,3.676471,4.014706,3.553922,3.77451,3.848039,102
Harvest Moon Brewery Pigs Ass Porter,Pigs Ass Porter,Harvest Moon Brewery,Porter,English,5.7,20,30,7,88,8,29,60,5,0,4,17,14,105,3.821429,4.053571,3.875,4.107143,4.0,28
French Broad Brewing Co. Anvil Porter,Anvil Porter,French Broad Brewing Co.,Porter,English,6.0,20,30,14,94,9,67,81,8,0,2,23,6,133,3.666667,3.761905,3.619048,3.738095,3.666667,21
Ballast Point Brewing Company Victory At Sea Coffee Vanilla Imperial Porter,Victory At Sea - Coffee And Vanilla,Ballast Point Brewing Company,Porter,Imperial,10.0,35,50,12,99,23,72,73,5,1,7,25,45,128,4.29017,4.287335,4.234405,4.354442,4.183365,529
Flying Dog Brewery Gonzo Imperial Porter,Gonzo,Flying Dog Brewery,Porter,Imperial,10.0,35,50,9,88,33,124,54,13,0,9,86,25,134,3.977672,4.192533,3.993411,4.097365,3.942533,1366
Hill Farmstead Brewery Birth Of Tragedy,Birth Of Tragedy,Hill Farmstead Brewery,Porter,Imperial,9.0,35,50,5,58,49,46,67,8,0,11,11,33,123,4.568966,3.965517,4.293103,4.637931,4.482759,29
Flying Dog Brewery Barrel-Aged Gonzo Imperial Porter,Gonzo - Barrel-Aged,Flying Dog Brewery,Porter,Imperial,11.3,35,50,5,91,95,58,86,16,0,24,23,33,154,4.0,4.0,4.125,4.25,4.0625,8
Caldera Brewing Company Mogli,Mogli,Caldera Brewing Company,Porter,Imperial,8.5,35,50,8,111,30,31,104,4,0,4,14,23,108,4.5,4.25,4.3,4.5,4.5,10
Tyranena Brewing Company The Devil Made Me Do It! Coffee Imperial Oatmeal Porter,The Devil Made Me Do It!,Tyranena Brewing Company,Porter,Imperial,7.5,35,50,14,122,12,139,66,16,0,16,34,17,215,4.172414,4.029557,4.147783,4.211823,4.157635,203
Tyranena Brewing Company Dirty Old Man Imperial Rye Porter,Dirty Old Man Imperial Rye Porter,Tyranena Brewing Company,Porter,Imperial,7.9,35,50,4,129,49,38,87,16,0,22,8,36,173,4.052548,4.006369,4.089172,4.170382,4.068471,314
Great Lakes Brewing Company Great Lakes Alberta Clipper,Alberta Clipper,Great Lakes Brewing Company,Porter,Imperial,7.8,35,50,5,110,29,30,154,21,0,78,30,8,105,3.909091,4.136364,3.863636,4.045455,4.0,11
Tyranena Brewing Company Devil Over A Barrel - Bourbon Barrel-Aged Coffee Imperial Oatmeal Porter,Devil Over A Barrel Bourbon Barrel-Aged Imperial Coffee Oatmeal Porter,Tyranena Brewing Company,Porter,Imperial,8.0,35,50,5,89,63,83,47,5,0,5,12,33,199,4.379592,4.093878,4.261224,4.426531,4.306122,245
Evil Twin Brewing Evil Twin Yang,Yin & Yang,Evil Twin Brewing,Porter,Imperial,10.0,35,50,5,55,15,67,35,22,0,27,64,7,77,4.009804,3.892157,3.794118,3.77451,3.823529,51
(512) Brewing Company (512) Whiskey Barrel Aged Double Pecan Porter,(512) Whiskey Barrel Aged Double Pecan Porter(512) Brewing Company,(512) Brewing Company,Porter,Imperial,8.2,35,50,3,58,69,14,44,18,0,8,5,17,106,4.094595,4.189189,4.067568,4.135135,4.067568,37
Two Brothers Brewing Company Red Eye Coffee Porter,Red Eye Coffee Porter,Two Brothers Brewing Company,Porter,Imperial,9.2,35,50,7,86,15,80,52,6,0,9,22,13,140,4.052632,4.184211,4.073684,4.194737,4.152632,95
Hill Farmstead Brewery Everett (Barrel Aged),Everett (Barrel Aged),Hill Farmstead Brewery,Porter,Imperial,8.0,35,50,4,95,74,25,67,13,0,22,4,41,127,4.182927,4.353659,4.121951,4.170732,4.219512,41
Ballast Point Brewing Company Victory At Sea (Barrel Aged) Imperial Porter,Victory At Sea - Barrel-Aged,Ballast Point Brewing Company,Porter,Imperial,12.2,35,50,3,78,63,61,56,8,0,13,12,42,156,4.308824,4.485294,4.426471,4.367647,4.367647,34
Short's Brewing Company Bourbon Black Cherry Porter,Black Cherry Porter,Short's Brewing Company,Porter,Imperial,9.2,35,50,8,96,11,52,84,41,0,109,33,32,105,4.3,4.4,4.2,4.3,4.1,5
Southampton Publick House Southampton Imperial Porter,Southampton Imperial Porter,Southampton Publick House,Porter,Imperial,7.2,35,50,7,89,18,48,59,9,2,21,17,11,102,3.305556,3.777778,3.449074,3.453704,3.546296,108
Laughing Dog Brewing Anubis Imperial Coffee Porter,Anubis,Laughing Dog Brewing,Porter,Imperial,9.2,35,50,13,91,23,92,79,25,0,30,25,8,139,3.833333,4.0,3.5,4.0,3.833333,3
Shipyard Brewing Co. Shipyard Imperial Porter (Pugsley's Signature Series),Pugsley's Signature Series: Imperial Porter,Shipyard Brewing Co.,Porter,Imperial,7.1,35,50,13,108,27,78,85,29,0,28,37,19,121,3.765101,3.946309,3.577181,3.66443,3.630872,149
Clown Shoes Pecan Pie Porter,Pecan Pie Porter,Clown Shoes,Porter,Imperial,8.0,35,50,13,88,12,41,93,13,2,23,20,15,189,3.973214,3.919643,3.696429,3.6875,3.598214,56
To Øl Black Ball Porter,Black Ball Porter,To Øl,Porter,Imperial,8.0,35,50,19,115,15,108,79,13,0,13,58,29,141,3.888889,4.333333,3.888889,4.111111,4.0,9
Founders Brewing Company Founders Porter,Porter,Founders Brewing Company,Porter,Robust,6.5,25,40,13,87,8,84,63,13,0,15,57,9,125,4.144444,4.158333,4.155,4.292778,4.215556,900
Smuttynose Brewing Company Smuttynose Robust Porter,Robust Porter,Smuttynose Brewing Company,Porter,Robust,6.2,25,40,5,108,4,97,59,14,0,21,44,14,130,4.085023,4.193131,4.064752,4.197635,4.108671,888
Einstök Ölgerð Icelandic Toasted Porter,Icelandic Toasted PorterEinstök Ölgerð (Einstök Beer Company),Einstök Ölgerð,Porter,Robust,6.0,25,40,9,88,5,83,80,12,2,15,26,10,152,3.5,2.5,3.5,3.5,3.5,1
Foothills Brewing Company Barrel Aged Peoples' Porter,People's Porter - Barrel-Aged,Foothills Brewing Company,Porter,Robust,6.0,25,40,19,92,71,44,96,10,1,26,13,30,150,4.0,4.0,3.828947,3.881579,3.828947,38
Dark Horse Brewing Company Dark Horse Thirsty Trout Porter,Thirsty Trout Porter,Dark Horse Brewing Company,Porter,Robust,7.0,25,40,16,112,19,48,82,13,0,17,25,18,135,3.868421,4.0,3.736842,3.842105,3.868421,19
Tyranena Brewing Company Chief BlackHawk Porter,Chief BlackHawk Porter,Tyranena Brewing Company,Porter,Robust,5.75,25,40,22,90,12,92,65,9,1,3,53,12,151,3.84589,3.986301,3.804795,3.883562,4.071918,146
Speakeasy Ales & Lagers Payback Porter,Payback Porter,Speakeasy Ales & Lagers,Porter,Robust,7.5,25,40,8,114,13,111,72,12,0,17,68,14,170,3.877193,4.04386,3.824561,3.982456,3.868421,57
Big Sky Brewing Company Bobo's Robust Porter,Bobo's Robust Porter,Big Sky Brewing Company,Porter,Robust,5.8,25,40,13,134,10,85,85,9,0,7,35,15,159,3.771739,4.01087,3.836957,3.891304,3.880435,46
Drake's Brewing Co. Drake's Black Robusto Porter,Black Robusto Porter,Drake's Brewing Co.,Porter,Robust,6.3,25,40,11,104,14,86,62,9,1,4,46,15,137,3.75,3.75,4.0,3.5,3.75,2
Crow Peak Brewing Pile O' Dirt Porter,Pile O' Dirt Porter,Crow Peak Brewing,Porter,Robust,6.0,25,40,16,77,4,87,50,2,0,6,61,18,126,3.833333,3.907407,3.740741,3.648148,3.722222,27
Kuhnhenn Brewing Company Kuhnhenn Penetration Porter,Penetration Porter,Kuhnhenn Brewing Company,Porter,Robust,5.5,25,40,30,94,15,76,76,35,1,22,43,19,113,3.670732,3.914634,3.768293,3.890244,3.878049,41
Coop Ale Works Gran-Sport Porter,Gran Sport Porter,Coop Ale Works,Porter,Robust,5.2,25,40,19,114,5,83,50,9,0,9,52,15,140,4.1,4.0,4.3,4.35,4.4,10
Great Dane Pub & Brewing Company (Downtown) Black Earth Porter,Black Earth PorterGreat Dane Pub & Brewing Company (Downtown),Great Dane Pub & Brewing Company (Downtown),Porter,Robust,7.5,25,40,13,156,11,69,72,14,0,6,33,27,146,4.121212,4.257576,4.045455,4.272727,4.272727,33
Zero Gravity Craft Brewery / American Flatbread Black Cat Porter,Black Cat Porter,Zero Gravity Craft Brewery / American Flatbread,Porter,Robust,5.4,25,40,4,44,4,27,33,5,0,2,17,3,75,3.833333,4.0,4.083333,4.083333,4.166667,6
Bridge Road Brewers Robust Porter,Robust Porter,Bridge Road Brewers,Porter,Robust,5.2,25,40,17,93,4,66,67,16,0,14,26,3,124,3.642857,3.642857,3.464286,3.571429,3.535714,14
Emmett's Brewing Company Robust Porter,Robust Porter,Emmett's Brewing Company,Porter,Robust,5.5,25,40,3,35,2,20,18,3,0,4,8,2,38,3.916667,4.083333,3.416667,3.916667,3.666667,6
Stone Brewing Co. Stone Smoked Porter,Smoked Porter,Stone Brewing Co.,Porter,Smoked,5.9,20,40,11,87,13,78,53,9,0,18,62,76,117,3.944309,4.153987,4.014303,4.097687,4.071516,1643
Alaskan Brewing Co. Alaskan Smoked Porter,Smoked Porter,Alaskan Brewing Co.,Porter,Smoked,6.5,20,40,15,69,5,37,51,7,2,10,13,81,80,4.211823,4.123768,4.072044,4.249384,4.121305,812
O'Fallon Brewery Smoke (Smoked Porter),Smoked Porter,O'Fallon Brewery,Porter,Smoked,6.0,20,40,6,54,7,18,38,4,0,3,11,88,70,3.916418,3.80597,3.716418,3.889552,3.825373,335
Arcadia Brewing Company Arcadia London Porter,London Porter,Arcadia Brewing Company,Porter,Smoked,7.0,20,40,13,97,25,72,74,27,1,19,43,67,139,3.904297,4.003906,4.013672,4.099609,4.0,256
Tyranena Brewing Company Benji's Chipotle Smoked Imperial Porter,Benji's Chipotle Smoked Imperial Porter,Tyranena Brewing Company,Porter,Smoked,7.5,20,40,9,115,28,31,52,5,0,6,10,173,88,4.019048,3.933333,4.038095,4.142857,4.109524,105
Captain Lawrence Brewing Co. Pleasantville Smoked Porter,Pleasantville Smoked Porter,Captain Lawrence Brewing Co.,Porter,Smoked,6.4,20,40,2,79,11,45,72,13,1,25,27,105,81,3.969697,4.106061,4.075758,4.131313,4.136364,99
Ranger Creek Brewing & Distilling Mesquite Smoked Porter - MSP,Mesquite Smoked Porter - MSP,Ranger Creek Brewing & Distilling,Porter,Smoked,6.1,20,40,14,112,26,51,69,9,0,20,27,119,93,3.880952,3.940476,3.642857,3.761905,3.761905,42
Brouwerij Van Viven Viven Porter,Viven Porter / Viven Smoked Porter,Brouwerij Van Viven,Porter,Smoked,7.0,20,40,14,96,19,79,62,12,0,19,39,82,118,3.8,4.2,4.0,4.1,4.3,5
Grey Sail Brewing of Rhode Island Leaning Chimney Porter,Leaning Chimney Porter,Grey Sail Brewing of Rhode Island,Porter,Smoked,6.0,20,40,9,80,11,48,44,4,0,3,28,58,91,4.0,4.0,4.0,4.5,4.0,1
8 Wired Brewing Co. The Big Smoke,The Big Smoke,8 Wired Brewing Co.,Porter,Smoked,6.2,20,40,19,104,18,60,89,25,0,28,37,118,133,4.0,4.0625,3.765625,3.78125,3.828125,32
East End Brewing Company Smokestack Heritage Porter,Smokestack,East End Brewing Company,Porter,Smoked,6.8,20,40,5,91,4,47,67,8,0,11,22,119,97,4.179688,3.96875,3.9375,4.085938,4.0,64
Swamp Head Brewery & Tasting Room Smoke Signal,Smoke Signal,Swamp Head Brewery & Tasting Room,Porter,Smoked,6.8,20,40,3,44,2,23,32,6,0,4,14,78,51,4.25,4.125,4.125,4.5,4.375,4
Rock Art Brewery Double Porter Smoked,Double Porter Smoked,Rock Art Brewery,Porter,Smoked,8.0,20,40,22,70,24,60,59,23,0,19,45,86,100,3.802083,3.90625,3.791667,3.833333,3.78125,48
Fat Heads Brewery & Saloon Up In Smoke Smoked Porter,Up In Smoke Smoked Porter,Fat Heads Brewery & Saloon,Porter,Smoked,5.7,20,40,6,66,5,28,23,1,1,3,6,102,61,4.15,4.35,4.05,4.1,4.05,10
Choc Beer Co. / Pete's Place Smoked Porter,Smoked Porter,Choc Beer Co. / Pete's Place,Porter,Smoked,7.0,20,40,6,79,5,27,46,8,4,12,8,124,64,4.088889,3.933333,3.888889,4.0,4.077778,45
Throwback Brewery Throwback Campfire Smoked Porter,Campfire Smoked Porter,Throwback Brewery,Porter,Smoked,6.4,20,40,12,90,4,62,49,7,1,2,28,110,106,3.8,3.95,3.8,3.8,3.9,10
Bristol Brewing Company Smokebrush Porter,Smokebrush Porter,Bristol Brewing Company,Porter,Smoked,6.3,20,40,8,80,6,54,55,9,0,14,25,64,99,3.56,3.6,3.62,3.6,3.82,25
The Vermont Pub & Brewery Vermont Smoked Porter,Vermont Smoked Porter,The Vermont Pub & Brewery,Porter,Smoked,5.9,20,40,7,87,10,40,56,14,2,16,30,101,92,3.892857,3.964286,3.607143,3.857143,3.785714,28
Great Lakes Brewing Company Great Lakes Big Black Smoke,Big Black Smoke,Great Lakes Brewing Company,Porter,Smoked,6.2,20,40,7,105,9,32,52,9,0,8,10,74,89,4.0,4.021739,4.021739,4.173913,4.217391,23
Spring House Brewing Company Smoked Porter,Smoked Porter,Spring House Brewing Company,Porter,Smoked,8.5,20,40,15,73,20,37,33,13,0,12,25,131,75,4.366667,4.133333,3.933333,4.166667,3.9,15
Feral Brewing Co. Smoked Porter,Smoked Porter,Feral Brewing Co.,Porter,Smoked,4.7,20,40,1,41,7,30,25,3,2,5,14,45,54,3.5,4.0,3.5,4.0,4.0,2
Moat Mountain Smoke House & Brewing Co. Moat Smoke House Porter,Smoke House Porter,Moat Mountain Smoke House & Brewing Co.,Porter,Smoked,5.0,20,40,10,29,3,30,14,1,0,0,16,17,50,3.944444,4.055556,3.888889,3.833333,3.833333,9
"Middle Ages Brewing Co., Ltd. Smoked Porter",Smoked Porter,"Middle Ages Brewing Co., Ltd.",Porter,Smoked,5.0,20,40,4,18,0,3,10,1,0,1,2,33,22,3.375,3.75,3.625,3.5,3.375,4
"COAST Brewing Company Porter, Smoked","Porter, Smoked",COAST Brewing Company,Porter,Smoked,5.8,20,40,12,93,9,35,48,3,0,7,17,101,102,4.25,4.4,4.1,4.225,4.075,20
Captain Lawrence Brewing Co. Imperial Smoked Porter,Smoked Porter,Captain Lawrence Brewing Co.,Porter,Smoked,6.0,20,40,2,7,0,5,4,0,0,0,3,12,12,4.293103,4.224138,4.396552,4.396552,4.137931,29
Davidson Brothers Restaurant & Brewery Smoked Porter,Smoked Porter,Davidson Brothers Restaurant & Brewery,Porter,Smoked,5.2,20,40,1,46,3,8,29,0,0,0,8,34,49,3.363636,3.772727,3.272727,3.5,3.590909,11
Southern Tier Brewing Company Pumking,Pumking,Southern Tier Brewing Company,Pumpkin Beer,None,8.6,5,70,6,24,16,17,20,7,3,65,20,51,47,4.292773,3.868732,3.875369,4.02913,3.831121,1356
Dogfish Head Brewery Punkin Ale,Punkin Ale,Dogfish Head Brewery,Pumpkin Beer,None,7.0,5,70,13,44,16,11,51,13,0,78,18,71,50,3.941288,3.825487,3.820346,3.939394,3.856872,1848
Shipyard Brewing Co. Pumpkinhead Ale,Pumpkinhead Ale,Shipyard Brewing Co.,Pumpkin Beer,None,4.5,5,70,19,26,11,15,28,20,1,117,16,100,58,3.053468,2.834538,2.714595,2.791185,2.883671,692
Weyerbacher Brewing Co. Imperial Pumpkin Ale,Imperial Pumpkin Ale,Weyerbacher Brewing Co.,Pumpkin Beer,None,8.0,5,70,7,42,25,10,44,12,0,95,9,138,48,4.067536,3.891588,3.807464,3.888033,3.807464,844
Boston Beer Company (Samuel Adams) Samuel Adams Harvest Pumpkin Ale,Samuel Adams Harvest Pumpkin AleBoston Beer Company (Samuel Adams),Boston Beer Company (Samuel Adams),Pumpkin Beer,None,5.7,5,70,4,14,5,8,22,12,0,86,13,39,27,3.689356,3.757426,3.617574,3.652228,3.670792,404
Brooklyn Brewery Post Road Pumpkin Ale,Post Road Pumpkin Ale,Brooklyn Brewery,Pumpkin Beer,None,5.0,5,70,16,23,11,13,16,15,1,93,16,66,46,3.720648,3.717274,3.424426,3.500675,3.5722,741
Smuttynose Brewing Company Smuttynose Pumpkin Ale,Pumpkin Ale,Smuttynose Brewing Company,Pumpkin Beer,None,5.9,5,70,13,23,4,29,33,24,2,96,36,78,37,3.865068,3.863014,3.727397,3.711644,3.743151,730
Shipyard Brewing Co. Shipyard Smashed Pumpkin (Pugsley's Signature Series),Pugsley's Signature Series: Smashed Pumpkin,Shipyard Brewing Co.,Pumpkin Beer,None,9.0,5,70,9,37,48,8,42,17,1,77,16,61,51,3.656667,3.771667,3.668333,3.586667,3.568333,300
New Holland Brewing Company New Holland Ichabod Ale,Ichabod Ale,New Holland Brewing Company,Pumpkin Beer,None,4.5,5,70,10,33,6,10,33,14,2,80,19,86,49,3.474943,3.536446,3.405467,3.366743,3.433941,439
Avery Brewing Company Rumpkin,Rumpkin,Avery Brewing Company,Pumpkin Beer,None,16.3,5,70,7,40,78,13,83,11,0,72,5,79,53,3.962766,3.718085,3.835106,3.957447,3.803191,94
Cigar City Brewing Good Gourd Imperial Pumpkin Ale,Good Gourd Imperial Pumpkin Ale,Cigar City Brewing,Pumpkin Beer,None,8.5,5,70,4,54,19,22,50,14,1,108,29,122,57,4.071429,4.0,4.010989,4.175824,4.093407,91
Elysian Brewing Company Night Owl Pumpkin Ale,Night Owl Pumpkin Ale,Elysian Brewing Company,Pumpkin Beer,None,6.7,5,70,11,47,7,14,36,13,2,92,19,118,40,4.0,3.933673,3.744898,3.862245,3.869898,196
Buffalo Bill's Brewery Buffalo Bill's Pumpkin Ale,Buffalo Bill's Pumpkin Ale,Buffalo Bill's Brewery,Pumpkin Beer,None,6.0,5,70,4,41,5,12,16,7,0,84,14,85,35,3.210227,3.000812,2.74513,2.819805,2.853896,616
Matt Brewing Company Saranac Pumpkin Ale,Saranac Pumpkin Ale,Matt Brewing Company,Pumpkin Beer,None,5.4,5,70,5,24,1,8,26,8,0,74,8,59,42,3.606061,3.570248,3.378788,3.493113,3.495868,363
Harpoon Brewery UFO Pumpkin,UFO Pumpkin,Harpoon Brewery,Pumpkin Beer,None,5.9,5,70,9,37,8,15,43,18,5,90,27,75,59,3.703125,3.710938,3.5625,3.53125,3.570312,64
Saint Arnold Brewing Company Pumpkinator,Pumpkinator,Saint Arnold Brewing Company,Pumpkin Beer,None,10.0,5,70,9,53,22,24,43,2,3,71,7,111,67,4.554054,4.027027,3.878378,4.364865,4.27027,37
Jolly Pumpkin Artisan Ales La Parcela,La Parcela,Jolly Pumpkin Artisan Ales,Pumpkin Beer,None,6.0,5,70,38,43,8,22,25,119,1,125,13,74,37,3.828042,4.021164,3.865079,3.838624,3.87037,189
Heavy Seas Beer Heavy Seas - The Great Pumpkin,The Great’ER Pumpkin,Heavy Seas Beer,Pumpkin Beer,None,10.0,5,70,9,40,90,11,45,20,1,77,5,113,83,3.846774,3.80914,3.784946,3.801075,3.758065,186
Elysian Brewing Company The Great Pumpkin,The Great Pumpkin,Elysian Brewing Company,Pumpkin Beer,None,8.4,5,70,11,31,15,5,33,23,2,117,7,102,37,4.393617,3.904255,4.159574,4.319149,4.180851,47
Hoppin' Frog Brewery Frog's Hollow Double Pumpkin Ale,Frog's Hollow Double Pumpkin Ale,Hoppin' Frog Brewery,Pumpkin Beer,None,8.4,5,70,11,29,19,16,41,19,1,88,13,75,23,3.929293,3.454545,3.626263,3.785354,3.712121,198
Elysian Brewing Company Dark O' The Moon,Dark O' The Moon,Elysian Brewing Company,Pumpkin Beer,None,7.6,5,70,13,87,10,38,62,2,0,69,24,68,95,3.75,3.806818,3.965909,3.977273,3.886364,44
Cisco Brewers Inc. Pumple Drumkin Spiced Ale,Pumple Drumkin Spiced Ale,Cisco Brewers Inc.,Pumpkin Beer,None,6.0,5,70,10,26,10,37,26,25,0,97,42,72,40,3.795455,3.761364,3.704545,3.727273,3.755682,88
Flying Dog Brewery The Fear,The Fear,Flying Dog Brewery,Pumpkin Beer,None,9.0,5,70,4,48,41,22,29,4,0,76,18,82,72,3.681818,3.984848,3.69697,3.621212,3.606061,33
O'Fallon Brewery Pumpkin Ale,Pumpkin Beer,O'Fallon Brewery,Pumpkin Beer,None,5.6,5,70,5,32,4,4,26,10,0,95,3,74,49,3.633663,3.554455,3.5,3.655941,3.693069,202
Southampton Publick House Southampton Pumpkin Ale,Southampton Pumpkin Ale,Southampton Publick House,Pumpkin Beer,None,5.5,5,70,14,53,10,16,57,14,2,122,20,155,73,3.862403,3.757752,3.655039,3.773256,3.829457,258
Cape Ann Brewing Company Fisherman's Pumpkin Stout,Fisherman's Pumpkin Stout,Cape Ann Brewing Company,Pumpkin Beer,None,7.0,5,70,4,63,18,37,70,20,1,91,24,79,93,3.74911,3.752669,3.620996,3.727758,3.770463,281
Southern Tier Brewing Company Oak Aged Pumking,Pumking - Rum Barrel Aged,Southern Tier Brewing Company,Pumpkin Beer,None,13.4,5,70,9,36,139,12,43,8,1,60,12,68,33,4.184211,3.736842,3.921053,4.078947,4.026316,19
Fat Heads Brewery & Saloon Spooky Tooth Imperial Pumpkin,Spooky Tooth Imperial Pumpkin,Fat Heads Brewery & Saloon,Pumpkin Beer,None,9.0,5,70,3,47,25,9,50,4,3,63,8,98,80,3.875,3.625,3.75,4.0,3.75,4
River Horse Brewing Co. Hipp-O-Lantern,Hipp-O-Lantern Imperial Pumpkin Ale,River Horse Brewing Co.,Pumpkin Beer,None,8.1,5,70,8,36,34,15,50,27,0,101,9,80,43,3.828767,3.842466,3.787671,3.821918,3.773973,73
Blue Point Brewing Company Blue Point's Mother Pumpkin Ale,Mother Pumpkin Ale,Blue Point Brewing Company,Pumpkin Beer,None,5.5,5,70,11,37,6,7,38,11,0,89,10,80,40,3.443548,3.717742,3.233871,3.362903,3.370968,62
Brouwerij St. Bernardus NV St. Bernardus Abt 12,Abt 12,Brouwerij St. Bernardus NV,Quadrupel (Quad),None,10.0,25,50,17,57,59,24,117,44,0,85,27,30,84,4.318448,4.362201,4.36829,4.487145,4.327921,2217
Brasserie de Rochefort Trappistes Rochefort 10,Trappistes Rochefort 10,Brasserie de Rochefort,Quadrupel (Quad),None,11.3,25,50,12,47,46,22,90,26,0,63,13,11,88,4.418664,4.344931,4.430876,4.543548,4.339401,2170
Brewery Ommegang Three Philosophers Belgian Style Blend (Quadrupel),Three Philosophers,Brewery Ommegang,Quadrupel (Quad),None,9.7,25,50,20,36,50,15,103,44,1,98,10,6,61,4.093583,4.16637,4.068033,4.153001,3.989008,1683
